#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.173272e+00  1.402782e+00  2.295101e-01  5.233029e-01
 4.250328e+00  4.418164e+00  1.678363e-01  2.858788e-01
 9.294399e+00  9.117143e+00 -1.772563e-01  0.000000e+00
 1.629515e+01  1.472850e+01 -1.566648e+00  0.000000e+00
 2.524004e+01  2.008167e+01 -5.158371e+00  0.000000e+00
 3.624773e+01  2.538409e+01 -1.086364e+01  0.000000e+00
 3.791448e+01  2.491228e+01 -1.300220e+01  0.000000e+00
 2.632285e+01  1.967501e+01 -6.647838e+00  0.000000e+00
 1.673257e+01  1.434061e+01 -2.391963e+00  0.000000e+00
 9.261962e+00  8.649992e+00 -6.119700e-01  0.000000e+00
 3.974144e+00  3.811094e+00 -1.630499e-01  2.976151e-01
 8.953054e-01  8.374856e-01 -5.781979e-02  5.271872e-01
 0.000000e+00  0.000000e+00  0.000000e+00  5.271872e-01
